Date,Home Team,Away Team,Home Goals,Away Goals,Home Ast,Away Ast,FBRef Home xG,FBRef Away xG,FBRef Home npxG,FBRef Away npxG,FBRef Home xA,FBRef Away xA,FBRef Home psxG,FBRef Away psxG,Home Player Stats,Away Player Stats,Away Formation,Home Formation,Home ELO,Away ELO
2019-08-09,Liverpool,Norwich City,3,1,3,1,1.8,1.0,1.8,1.0,1.6,0.9,1.6,1.0,"Team Sheet       Liverpool (4-3-3)      Liverpool (4-3-3).1
...
Summary               Unnamed: 0_level_0 Unnamed: 1_level_0 ...
Passing               Unnamed: 0_level_0 Unnamed: 1_level_0 ...
Pass Types            Unnamed: 0_level_0 Unnamed: 1_level_0 ...
Defensive             Unnamed: 0_level_0 Unnamed: 1_level_0 ...
Possession            Unnamed: 0_level_0 Unnamed: 1_level_0 ...
Misc                  Unnamed: 0_level_0 Unnamed: 1_level_0 ...
GK              Unnamed: 0_level_0 Unnamed: 1_level_0 Unname...
dtype: object","Team Sheet       Norwich City (4-2-3-1) Norwich City (4-2-3-...
Summary          Unnamed: 0_level_0 Unnamed: 1_level_0 Unnam...
Passing          Unnamed: 0_level_0 Unnamed: 1_level_0 Unnam...
Pass Types       Unnamed: 0_level_0 Unnamed: 1_level_0 Unnam...
Defensive        Unnamed: 0_level_0 Unnamed: 1_level_0 Unnam...
Possession       Unnamed: 0_level_0 Unnamed: 1_level_0 Unnam...
Misc             Unnamed: 0_level_0 Unnamed: 1_level_0 Unnam...
GK              Unnamed: 0_level_0 Unnamed: 1_level_0 Unname...
dtype: object",4-2-3-1,4-3-3,2043.73754883,1631.13146973
2019-08-10,Bournemouth,Sheffield Utd,1,1,0,0,1.2,1.2,1.2,1.2,0.2,0.7,0.9,1.1,"Team Sheet       Bournemouth (3-4-3) Bournemouth (3-4-3).1
0...
Summary          Unnamed: 0_level_0 Unnamed: 1_level_0 Unnam...
Passing          Unnamed: 0_level_0 Unnamed: 1_level_0 Unnam...
Pass Types       Unnamed: 0_level_0 Unnamed: 1_level_0 Unnam...
Defensive        Unnamed: 0_level_0 Unnamed: 1_level_0 Unnam...
Possession       Unnamed: 0_level_0 Unnamed: 1_level_0 Unnam...
Misc             Unnamed: 0_level_0 Unnamed: 1_level_0 Unnam...
GK              Unnamed: 0_level_0 Unnamed: 1_level_0 Unname...
dtype: object","Team Sheet       Sheffield Utd (3-5-2) Sheffield Utd (3-5-2)...
Summary          Unnamed: 0_level_0 Unnamed: 1_level_0 Unnam...
Passing          Unnamed: 0_level_0 Unnamed: 1_level_0 Unnam...
Pass Types       Unnamed: 0_level_0 Unnamed: 1_level_0 Unnam...
Defensive        Unnamed: 0_level_0 Unnamed: 1_level_0 Unnam...
Possession       Unnamed: 0_level_0 Unnamed: 1_level_0 Unnam...
Misc             Unnamed: 0_level_0 Unnamed: 1_level_0 Unnam...
GK              Unnamed: 0_level_0 Unnamed: 1_level_0 Unname...
dtype: object",3-5-2,3-4-3,1690.88635254,1620.04492188
2019-08-10,Watford,Brighton,0,2,0,2,0.9,0.7,0.9,0.7,0.6,0.7,0.6,1.0,"Team Sheet       Watford (4-2-2-2) Watford (4-2-2-2).1
0    ...
Summary           Unnamed: 0_level_0 Unnamed: 1_level_0 Unna...
Passing           Unnamed: 0_level_0 Unnamed: 1_level_0 Unna...
Pass Types        Unnamed: 0_level_0 Unnamed: 1_level_0 Unna...
Defensive         Unnamed: 0_level_0 Unnamed: 1_level_0 Unna...
Possession        Unnamed: 0_level_0 Unnamed: 1_level_0 Unna...
Misc              Unnamed: 0_level_0 Unnamed: 1_level_0 Unna...
GK              Unnamed: 0_level_0 Unnamed: 1_level_0 Unname...
dtype: object","Team Sheet       Brighton (3-4-3) Brighton (3-4-3).1
0      ...
Summary          Unnamed: 0_level_0 Unnamed: 1_level_0 Unnam...
Passing          Unnamed: 0_level_0 Unnamed: 1_level_0 Unnam...
Pass Types       Unnamed: 0_level_0 Unnamed: 1_level_0 Unnam...
Defensive        Unnamed: 0_level_0 Unnamed: 1_level_0 Unnam...
Possession       Unnamed: 0_level_0 Unnamed: 1_level_0 Unnam...
Misc             Unnamed: 0_level_0 Unnamed: 1_level_0 Unnam...
GK              Unnamed: 0_level_0 Unnamed: 1_level_0 Unname...
dtype: object",3-4-3,4-2-2-2,1685.43249512,1616.60388184
2019-08-10,Burnley,Southampton,3,0,2,0,0.7,0.8,0.7,0.8,0.4,0.6,1.2,0.7,"Team Sheet       Burnley (4-4-2)        Burnley (4-4-2).1
0 ...
Summary                Unnamed: 0_level_0 Unnamed: 1_level_0...
Passing                Unnamed: 0_level_0 Unnamed: 1_level_0...
Pass Types             Unnamed: 0_level_0 Unnamed: 1_level_0...
Defensive              Unnamed: 0_level_0 Unnamed: 1_level_0...
Possession             Unnamed: 0_level_0 Unnamed: 1_level_0...
Misc                   Unnamed: 0_level_0 Unnamed: 1_level_0...
GK              Unnamed: 0_level_0 Unnamed: 1_level_0 Unname...
dtype: object","Team Sheet       Southampton (3-4-3) Southampton (3-4-3).1
0...
Summary           Unnamed: 0_level_0 Unnamed: 1_level_0 Unna...
Passing           Unnamed: 0_level_0 Unnamed: 1_level_0 Unna...
Pass Types        Unnamed: 0_level_0 Unnamed: 1_level_0 Unna...
Defensive         Unnamed: 0_level_0 Unnamed: 1_level_0 Unna...
Possession        Unnamed: 0_level_0 Unnamed: 1_level_0 Unna...
Misc              Unnamed: 0_level_0 Unnamed: 1_level_0 Unna...
GK              Unnamed: 0_level_0 Unnamed: 1_level_0 Unname...
dtype: object",3-4-3,4-4-2,1681.90869141,1674.0411377
2019-08-10,West Ham,Manchester City,0,5,0,4,0.8,3.1,0.8,2.3,0.7,1.7,1.2,3.9,"Team Sheet       West Ham (4-2-3-1) West Ham (4-2-3-1).1
0  ...
Summary          Unnamed: 0_level_0 Unnamed: 1_level_0 Unnam...
Passing          Unnamed: 0_level_0 Unnamed: 1_level_0 Unnam...
Pass Types       Unnamed: 0_level_0 Unnamed: 1_level_0 Unnam...
Defensive        Unnamed: 0_level_0 Unnamed: 1_level_0 Unnam...
Possession       Unnamed: 0_level_0 Unnamed: 1_level_0 Unnam...
Misc             Unnamed: 0_level_0 Unnamed: 1_level_0 Unnam...
GK              Unnamed: 0_level_0 Unnamed: 1_level_0 Unname...
dtype: object","Team Sheet       Manchester City (4-3-3) Manchester City (4-...
Summary            Unnamed: 0_level_0 Unnamed: 1_level_0 Unn...
Passing            Unnamed: 0_level_0 Unnamed: 1_level_0 Unn...
Pass Types         Unnamed: 0_level_0 Unnamed: 1_level_0 Unn...
Defensive          Unnamed: 0_level_0 Unnamed: 1_level_0 Unn...
Possession         Unnamed: 0_level_0 Unnamed: 1_level_0 Unn...
Misc               Unnamed: 0_level_0 Unnamed: 1_level_0 Unn...
GK              Unnamed: 0_level_0 Unnamed: 1_level_0 Unname...
dtype: object",4-3-3,4-2-3-1,1729.59716797,2037.51660156
2019-08-10,Tottenham,Aston Villa,3,1,2,1,2.4,0.6,2.4,0.6,1.4,0.5,3.2,1.1,"Team Sheet       Tottenham (4-4-2◆)    Tottenham (4-4-2◆).1
...
Summary               Unnamed: 0_level_0 Unnamed: 1_level_0 ...
Passing               Unnamed: 0_level_0 Unnamed: 1_level_0 ...
Pass Types            Unnamed: 0_level_0 Unnamed: 1_level_0 ...
Defensive             Unnamed: 0_level_0 Unnamed: 1_level_0 ...
Possession            Unnamed: 0_level_0 Unnamed: 1_level_0 ...
Misc                  Unnamed: 0_level_0 Unnamed: 1_level_0 ...
GK              Unnamed: 0_level_0 Unnamed: 1_level_0 Unname...
dtype: object","Team Sheet       Aston Villa (4-1-4-1) Aston Villa (4-1-4-1)...
Summary          Unnamed: 0_level_0 Unnamed: 1_level_0 Unnam...
Passing          Unnamed: 0_level_0 Unnamed: 1_level_0 Unnam...
Pass Types       Unnamed: 0_level_0 Unnamed: 1_level_0 Unnam...
Defensive        Unnamed: 0_level_0 Unnamed: 1_level_0 Unnam...
Possession       Unnamed: 0_level_0 Unnamed: 1_level_0 Unnam...
Misc             Unnamed: 0_level_0 Unnamed: 1_level_0 Unnam...
GK              Unnamed: 0_level_0 Unnamed: 1_level_0 Unname...
dtype: object",4-1-4-1,4-4-2◆,1891.14575195,1612.68432617
2019-08-10,Crystal Palace,Everton,0,0,0,0,0.8,1.0,0.8,1.0,0.7,0.5,0.2,0.3,"Team Sheet       Crystal Palace (4-4-2) Crystal Palace (4-4-...
Summary            Unnamed: 0_level_0 Unnamed: 1_level_0 Unn...
Passing            Unnamed: 0_level_0 Unnamed: 1_level_0 Unn...
Pass Types         Unnamed: 0_level_0 Unnamed: 1_level_0 Unn...
Defensive          Unnamed: 0_level_0 Unnamed: 1_level_0 Unn...
Possession         Unnamed: 0_level_0 Unnamed: 1_level_0 Unn...
Misc               Unnamed: 0_level_0 Unnamed: 1_level_0 Unn...
GK              Unnamed: 0_level_0 Unnamed: 1_level_0 Unname...
dtype: object","Team Sheet       Everton (4-2-3-1)    Everton (4-2-3-1).1
0 ...
Summary              Unnamed: 0_level_0 Unnamed: 1_level_0 U...
Passing              Unnamed: 0_level_0 Unnamed: 1_level_0 U...
Pass Types           Unnamed: 0_level_0 Unnamed: 1_level_0 U...
Defensive            Unnamed: 0_level_0 Unnamed: 1_level_0 U...
Possession           Unnamed: 0_level_0 Unnamed: 1_level_0 U...
Misc                 Unnamed: 0_level_0 Unnamed: 1_level_0 U...
GK              Unnamed: 0_level_0 Unnamed: 1_level_0 Unname...
dtype: object",4-2-3-1,4-4-2,1742.75878906,1769.7623291
2019-08-11,Manchester Utd,Chelsea,4,0,3,0,2.3,0.8,1.5,0.8,1.5,0.6,3.3,0.5,"Team Sheet       Manchester Utd (4-2-3-1) Manchester Utd (4-...
Summary          Unnamed: 0_level_0 Unnamed: 1_level_0 Unnam...
Passing          Unnamed: 0_level_0 Unnamed: 1_level_0 Unnam...
Pass Types       Unnamed: 0_level_0 Unnamed: 1_level_0 Unnam...
Defensive        Unnamed: 0_level_0 Unnamed: 1_level_0 Unnam...
Possession       Unnamed: 0_level_0 Unnamed: 1_level_0 Unnam...
Misc             Unnamed: 0_level_0 Unnamed: 1_level_0 Unnam...
GK              Unnamed: 0_level_0 Unnamed: 1_level_0 Unname...
dtype: object","Team Sheet       Chelsea (4-2-3-1)  Chelsea (4-2-3-1).1
0   ...
Summary            Unnamed: 0_level_0 Unnamed: 1_level_0 Unn...
Passing            Unnamed: 0_level_0 Unnamed: 1_level_0 Unn...
Pass Types         Unnamed: 0_level_0 Unnamed: 1_level_0 Unn...
Defensive          Unnamed: 0_level_0 Unnamed: 1_level_0 Unn...
Possession         Unnamed: 0_level_0 Unnamed: 1_level_0 Unn...
Misc               Unnamed: 0_level_0 Unnamed: 1_level_0 Unn...
GK              Unnamed: 0_level_0 Unnamed: 1_level_0 Unname...
dtype: object",4-2-3-1,4-2-3-1,1838.36193848,1883.45825195
2019-08-11,Leicester City,Wolves,0,0,0,0,0.6,0.6,0.6,0.6,0.3,0.4,0.2,0.3,"Team Sheet       Leicester City (4-1-4-1) Leicester City (4-...
Summary          Unnamed: 0_level_0 Unnamed: 1_level_0 Unnam...
Passing          Unnamed: 0_level_0 Unnamed: 1_level_0 Unnam...
Pass Types       Unnamed: 0_level_0 Unnamed: 1_level_0 Unnam...
Defensive        Unnamed: 0_level_0 Unnamed: 1_level_0 Unnam...
Possession       Unnamed: 0_level_0 Unnamed: 1_level_0 Unnam...
Misc             Unnamed: 0_level_0 Unnamed: 1_level_0 Unnam...
GK              Unnamed: 0_level_0 Unnamed: 1_level_0 Unname...
dtype: object","Team Sheet       Wolves (3-5-2)    Wolves (3-5-2).1
0       ...
Summary           Unnamed: 0_level_0 Unnamed: 1_level_0 Unna...
Passing           Unnamed: 0_level_0 Unnamed: 1_level_0 Unna...
Pass Types        Unnamed: 0_level_0 Unnamed: 1_level_0 Unna...
Defensive         Unnamed: 0_level_0 Unnamed: 1_level_0 Unna...
Possession        Unnamed: 0_level_0 Unnamed: 1_level_0 Unna...
Misc              Unnamed: 0_level_0 Unnamed: 1_level_0 Unna...
GK              Unnamed: 0_level_0 Unnamed: 1_level_0 Unname...
dtype: object",3-5-2,4-1-4-1,1738.76025391,1720.43554688
2019-08-11,Newcastle Utd,Arsenal,0,1,0,1,0.5,1.0,0.5,1.0,0.5,1.0,0.2,0.8,"Team Sheet       Newcastle Utd (3-5-2) Newcastle Utd (3-5-2)...
Summary            Unnamed: 0_level_0 Unnamed: 1_level_0 Unn...
Passing            Unnamed: 0_level_0 Unnamed: 1_level_0 Unn...
Pass Types         Unnamed: 0_level_0 Unnamed: 1_level_0 Unn...
Defensive          Unnamed: 0_level_0 Unnamed: 1_level_0 Unn...
Possession         Unnamed: 0_level_0 Unnamed: 1_level_0 Unn...
Misc               Unnamed: 0_level_0 Unnamed: 1_level_0 Unn...
GK              Unnamed: 0_level_0 Unnamed: 1_level_0 Unname...
dtype: object","Team Sheet       Arsenal (4-2-3-1)        Arsenal (4-2-3-1)....
Summary                  Unnamed: 0_level_0 Unnamed: 1_level...
Passing                  Unnamed: 0_level_0 Unnamed: 1_level...
Pass Types               Unnamed: 0_level_0 Unnamed: 1_level...
Defensive                Unnamed: 0_level_0 Unnamed: 1_level...
Possession               Unnamed: 0_level_0 Unnamed: 1_level...
Misc                     Unnamed: 0_level_0 Unnamed: 1_level...
GK              Unnamed: 0_level_0 Unnamed: 1_level_0 Unname...
dtype: object",4-2-3-1,3-5-2,1715.80749512,1866.73327637
2019-08-17,Arsenal,Burnley,2,1,2,0,0.9,1.3,0.9,1.3,0.8,0.7,1.0,1.7,"Team Sheet       Arsenal (4-2-3-1)        Arsenal (4-2-3-1)....
Summary                  Unnamed: 0_level_0 Unnamed: 1_level...
Passing                  Unnamed: 0_level_0 Unnamed: 1_level...
Pass Types               Unnamed: 0_level_0 Unnamed: 1_level...
Defensive                Unnamed: 0_level_0 Unnamed: 1_level...
Possession               Unnamed: 0_level_0 Unnamed: 1_level...
Misc                     Unnamed: 0_level_0 Unnamed: 1_level...
GK              Unnamed: 0_level_0 Unnamed: 1_level_0 Unname...
dtype: object","Team Sheet       Burnley (4-4-2)        Burnley (4-4-2).1
0 ...
Summary                Unnamed: 0_level_0 Unnamed: 1_level_0...
Passing                Unnamed: 0_level_0 Unnamed: 1_level_0...
Pass Types             Unnamed: 0_level_0 Unnamed: 1_level_0...
Defensive              Unnamed: 0_level_0 Unnamed: 1_level_0...
Possession             Unnamed: 0_level_0 Unnamed: 1_level_0...
Misc                   Unnamed: 0_level_0 Unnamed: 1_level_0...
GK              Unnamed: 0_level_0 Unnamed: 1_level_0 Unname...
dtype: object",4-4-2,4-2-3-1,1872.5859375,1692.87329102
2019-08-17,Aston Villa,Bournemouth,1,2,1,0,1.7,1.3,1.7,0.5,1.5,0.5,1.5,1.4,"Team Sheet       Aston Villa (4-3-3) Aston Villa (4-3-3).1
0...
Summary          Unnamed: 0_level_0 Unnamed: 1_level_0 Unnam...
Passing          Unnamed: 0_level_0 Unnamed: 1_level_0 Unnam...
Pass Types       Unnamed: 0_level_0 Unnamed: 1_level_0 Unnam...
Defensive        Unnamed: 0_level_0 Unnamed: 1_level_0 Unnam...
Possession       Unnamed: 0_level_0 Unnamed: 1_level_0 Unnam...
Misc             Unnamed: 0_level_0 Unnamed: 1_level_0 Unnam...
GK              Unnamed: 0_level_0 Unnamed: 1_level_0 Unname...
dtype: object","Team Sheet       Bournemouth (4-4-1-1) Bournemouth (4-4-1-1)...
Summary          Unnamed: 0_level_0 Unnamed: 1_level_0 Unnam...
Passing          Unnamed: 0_level_0 Unnamed: 1_level_0 Unnam...
Pass Types       Unnamed: 0_level_0 Unnamed: 1_level_0 Unnam...
Defensive        Unnamed: 0_level_0 Unnamed: 1_level_0 Unnam...
Possession       Unnamed: 0_level_0 Unnamed: 1_level_0 Unnam...
Misc             Unnamed: 0_level_0 Unnamed: 1_level_0 Unnam...
GK              Unnamed: 0_level_0 Unnamed: 1_level_0 Unname...
dtype: object",4-4-1-1,4-3-3,1610.48132324,1687.30224609
